y_train,gbm
1,0.8780613457241228
1,0.6184994789460406
1,0.7559708212811276
0,0.3911276612102191
0,0.16208776906597291
0,0.09670741024487231
0,0.1418650707891847
1,0.8318864189218743
1,0.7701538782657963
1,0.727654071773102
0,0.338346711907549
1,0.9310670512423125
0,0.08406302265464234
1,0.8141292985145422
0,0.2014028382899477
1,0.8316813884519552
0,0.40767191671151226
1,0.5531737004193301
0,0.10706015860136486
0,0.11609669002871731
1,0.4831634092463622
1,0.6584753561783444
1,0.6669628349877991
1,0.8207646928955347
0,0.48444092686450424
0,0.23790733243349385
0,0.16480064996646848
1,0.9726393864850099
0,0.18437160432236482
0,0.48444092686450424
1,0.6856542035831296
0,0.3790971865433197
1,0.9183121593068385
1,0.8450374099383237
1,0.851290705511384
0,0.5901146977924321
1,0.746523111705951
1,0.8830646414522856
1,0.8235138731336237
0,0.5646925007490593
0,0.42088062565133616
0,0.5987953711664878
1,0.7806201921945901
0,0.5863956303662448
1,0.6712735507349263
0,0.40095524362161494
1,0.7309977267120992
0,0.20250813450348534
1,0.7423155996069505
1,0.6590087464036757
0,0.11244568216990405
1,0.9517366093664047
0,0.5048385263605714
1,0.8369348189449475
1,0.9218034729809813
0,0.18757479215094527
1,0.41981013857990307
1,0.4828769122238461
1,0.860659494256753
1,0.8506279949086353
1,0.7298352441529106
1,0.6264193779001829
1,0.3840664813101814
0,0.10535152893998953
1,0.6677196174236278
1,0.3979636568006582
1,0.8803626967036515
0,0.6116567691625435
1,0.8490476002066194
0,0.3824334928952595
1,0.6709658277036952
0,0.6975075308415518
1,0.9115337769918617
0,0.4002935392352524
1,0.6573781864617642
0,0.4905058123724608
1,0.8522228749783851
1,0.8507445396767476
0,0.40865399539048525
1,0.9624465392934165
0,0.11939299228724089
1,0.7091829094852443
1,0.6189390446040982
1,0.6980922431774511
1,0.7331535930757902
1,0.6652048554794968
0,0.36880746765051947
0,0.283822128578663
0,0.11272357493372531
1,0.40626976158499867
1,0.2624650885698487
1,0.7288954421535541
0,0.7647463812347348
0,0.14785245636290803
1,0.6152899127116697
0,0.6471185102173835
1,0.3834233342976545
1,0.7924080702464409
0,0.46006438360597224
0,0.3895937266810613
1,0.5517774667571413
0,0.22654257169485376
0,0.1082383324336779
0,0.08860691618928876
1,0.6079568768103139
1,0.8342612826605807
1,0.8930465264528266
1,0.8950916241693349
1,0.4013309709257261
1,0.8196224452270953
0,0.23821174564024175
1,0.7812602592905503
0,0.41244381459574
1,0.9282019534158903
0,0.42088062565133616
0,0.4164274093192885
1,0.8684986938308514
0,0.5339302844925706
1,0.7717643402532768
0,0.4820990796280021
1,0.6845765223852085
1,0.7598628330415313
0,0.41614486237352416
1,0.5898289471341012
1,0.7856480255705656
1,0.7536359637643301
0,0.3005241563478368
0,0.4224914195524391
1,0.8609442964950764
0,0.8301578667080541
0,0.7008487263764189
1,0.8622493692945545
0,0.5127356366626579
1,0.5370616357018113
0,0.4122352067923336
0,0.20607971974518052
0,0.35566045466269336
1,0.8591998495828932
1,0.8191557319036487
1,0.8580357227909521
1,0.6456150912288747
1,0.38347127820984694
1,0.44554854414477524
1,0.9537807127970671
0,0.48507196239687256
1,0.8809418880856533
0,0.26510654791017646
0,0.4676455241223902
0,0.30394979462243116
1,0.9403846973533864
1,0.8413738498540537
1,0.8454458833603896
0,0.4164274093192885
0,0.41636047205338456
1,0.726831165263494
1,0.8761993094500719
0,0.28124788808210044
1,0.8341835788145757
0,0.3549044665063106
1,0.7621401908511314
0,0.5251469674854203
1,0.1795154603895979
1,0.6600209818042573
1,0.8161797646640325
1,0.4821346768636266
1,0.3040360132557064
1,0.892821900541525
1,0.7250973171288448
0,0.5005145733322376
0,0.5398682732785541
1,0.7595258065074012
1,0.4751979745609414
0,0.08431408017471928
0,0.4635814204882574
1,0.8622227631862821
1,0.8660552040057148
1,0.9543989668359448
1,0.417159995166225
1,0.6249452399657236
0,0.29917467083447186
0,0.1139553774277
1,0.7802824440960981
1,0.72902262691859
0,0.7961067186442663
1,0.655464607284451
0,0.6524048635704426
1,0.8274961911416067
1,0.834362175796609
1,0.525744286449506
1,0.29007530389942393
1,0.8222613806644781
1,0.7871303186013486
0,0.09689201903297132
1,0.8896979362343845
0,0.7199813024487555
1,0.9332743411768594
1,0.8687733912532571
1,0.5819958529213589
1,0.5306369067217461
0,0.38860965739707054
1,0.4024312171248442
1,0.7599597828710881
0,0.6183964741220835
1,0.79110362043376
1,0.48235599485747327
0,0.4316731865516457
1,0.7030993986525901
1,0.8035126073461948
1,0.4859904106977165
1,0.7494578817525639
1,0.7093770048569555
1,0.5532246897033885
1,0.6615594729886433
0,0.8544119073782871
0,0.2961024101289062
1,0.9212333831943953
0,0.42701927823343944
0,0.6227162505453169
0,0.7918519115918761
0,0.45840174794955435
1,0.8942511915949986
0,0.09936719726110768
0,0.2646300005068097
1,0.8328968645903623
1,0.8496929213679898
0,0.48892670951885175
1,0.8871699746150263
1,0.7786287236798424
1,0.660294336944652
1,0.4074834763109146
1,0.9447440051843149
1,0.740069682497958
1,0.8244577387507762
0,0.2514510892801905
0,0.3913746896959732
1,0.7388141235845819
0,0.44762780574843863
1,0.8734145157909828
0,0.7199824610501337
1,0.8076523222776872
1,0.8432860451001057
0,0.5951072486905903
0,0.2817577552867616
0,0.44837318870998744
1,0.6933824575911424
1,0.5821819470972245
1,0.7561142727631149
1,0.8305265735985811
0,0.23054221927676283
1,0.5588978975463641
1,0.39670703200974566
1,0.866851970541357
1,0.7536165588915694
1,0.7417349769107686
0,0.4295544635611496
0,0.1175370952483845
1,0.8436597627989725
1,0.852358789571634
1,0.8063719061399787
0,0.24637950609800927
1,0.6176419815453517
1,0.883119549887853
1,0.6565192650980871
0,0.701789462094446
1,0.8587388120045611
1,0.8618350685437434
0,0.21087081351586828
1,0.7565228296080905
1,0.8374071511865839
0,0.2155682916963109
0,0.32660813054845933
0,0.669076193008901
1,0.6980765628664287
1,0.7288916725820016
1,0.4961376173339775
0,0.14500390749213432
1,0.9180358789527089
0,0.21196162587566564
1,0.9334727220946849
0,0.35817422878673977
1,0.6015755813318832
0,0.33348660918513007
1,0.7430973595698748
1,0.5963168288215869
1,0.9314825512944859
0,0.15509876131427008
0,0.21981778419608347
0,0.6479246278943585
1,0.6815382303070688
0,0.23310313385384812
1,0.279800282576267
1,0.6125681498208563
1,0.8836663407828683
0,0.6543197709198074
0,0.11548610834432042
1,0.5796729185072196
0,0.36881186882090644
1,0.5459714606485929
1,0.8362859331480849
0,0.5627098254350817
0,0.14946941399880517
1,0.7323365955039157
0,0.6007644178875396
0,0.3734596229690778
1,0.8482404678925552
0,0.12043464176857642
1,0.8240444964108246
0,0.8588862866017541
1,0.599149633035767
1,0.8503886208472724
0,0.5182659827887212
0,0.18456796658202773
1,0.7560335964934017
1,0.8606553389143429
1,0.6345471500034259
1,0.6799452037055352
0,0.22348896165617355
0,0.2324393456075286
0,0.14728020132765823
1,0.9427096180456832
0,0.36694798571987447
1,0.6644083588320939
1,0.7080427409286952
0,0.5678431190246447
1,0.5286235791554278
0,0.12243199913884477
1,0.753013334892428
0,0.11573430916306486
0,0.2889528301187328
0,0.1743530671924371
1,0.7351325589408894
1,0.5367165312216738
1,0.8303036565543548
1,0.8250093762934992
1,0.6004556676899626
0,0.47329103949511125
1,0.4474608729502708
0,0.22341677972820054
0,0.2711962759830814
1,0.9063875412148366
1,0.7474763272856401
1,0.7352756626050028
1,0.7772328788986743
1,0.37364019674869164
1,0.350445679338044
1,0.8252605796947776
1,0.892927949371071
0,0.4563434957436445
0,0.3927997354176488
0,0.3523614527050817
0,0.25626748087184836
1,0.9305506556537946
1,0.7900464341484796
1,0.7792213917033058
0,0.7457854471733365
1,0.4684815214690878
1,0.30585067334277166
1,0.8095803410951774
0,0.1781577498693836
0,0.12254500210433757
1,0.7992763180267641
1,0.6793103044649718
1,0.5825482294545858
0,0.3611816183083558
0,0.38302745270004424
0,0.6545154856849628
0,0.24228649206127423
0,0.3955181303912021
1,0.4572930339646973
0,0.074187791484681
0,0.526094703566829
1,0.7016953980447185
0,0.3364319494596468
0,0.29543748748040527
1,0.6592500214672792
0,0.25034882359013616
0,0.4916069800682229
1,0.8650839201886483
1,0.4403100682144508
0,0.574328517924659
1,0.7217464101859218
1,0.32150936913889827
1,0.8168611672851522
1,0.8295258987877033
1,0.6293557917295776
0,0.658308442350386
1,0.7901441500857385
0,0.1294194897209139
0,0.4723673904244878
1,0.8747630500164066
0,0.41373751530165587
1,0.943487995274804
0,0.45387487945397526
1,0.7555810805721622
1,0.5990349636188178
0,0.6289541706919102
1,0.6373552557226493
1,0.7206209529308962
0,0.35792117541344726
1,0.5429742079147283
0,0.5385251826556324
0,0.376941217385719
1,0.6665101337869457
0,0.46147273327640176
0,0.6677116205202552
0,0.23044808269446132
0,0.18178148561108698
0,0.174933762038429
1,0.2908712449800849
0,0.26680002548829296
0,0.11177003347534886
1,0.7330064544995872
1,0.7574173051289611
1,0.667372510654415
0,0.29972943054290535
1,0.846407334246027
0,0.24271911532171428
0,0.18593228706400936
0,0.18163546963653118
1,0.6717301924662906
0,0.6346928960108734
0,0.7930962609237325
1,0.8124048601983073
0,0.549490260510204
0,0.7031851875178537
1,0.9162411471389611
0,0.4746648792044124
1,0.8522574653998111
1,0.4409843063454499
1,0.9201994320557341
1,0.8508864141309795
1,0.6204367691529317
1,0.3166004525427223
0,0.485677162662635
0,0.5657423524367379
0,0.2336974019558404
1,0.6777597224367705
0,0.689214606083987
1,0.8953268171745394
0,0.08825565822500052
1,0.52745575637501
1,0.849732173833518
1,0.6563693069894576
1,0.7235038888956233
1,0.9030662058862331
0,0.4928421963606855
0,0.2681514884748625
0,0.26109610114946963
1,0.8525926254025235
1,0.6075200567202808
1,0.9486407704335618
0,0.6892758121641566
1,0.5618842172858043
1,0.6880316466291199
1,0.7325884468807959
1,0.725787048890835
0,0.3503331476352785
1,0.47011777640184266
0,0.4074472721726212
0,0.8240026975478907
0,0.3603876341374017
1,0.8161143805572586
0,0.4368967824592318
1,0.6618222792634234
0,0.7905428876299913
1,0.9264085634320915
0,0.34714794395215093
0,0.24694132194912288
1,0.7978570477545511
1,0.9003321048001695
1,0.8531201404985141
1,0.818206118443454
0,0.6069116551393979
0,0.08605894575353272
0,0.4728153746415248
0,0.1452581151361028
0,0.09064383040828318
0,0.18386172786000504
0,0.13645049696118566
0,0.5728427310405018
1,0.857697605666709
1,0.9049837988326768
1,0.7777367722084596
0,0.1372344753797595
0,0.7024733173695115
1,0.7845662592003969
1,0.8695421188639106
0,0.22348896165617355
0,0.198678243785818
1,0.6687221597322214
0,0.4130950115382935
0,0.18637127151855068
1,0.7215540454265695
1,0.6673390885902555
1,0.2304115924999012
1,0.3730665508916783
1,0.7966414820793875
1,0.7065372251335444
1,0.8425705088019225
0,0.20430639106536702
1,0.9336121612829199
1,0.6956763491272234
0,0.09905840584571741
1,0.7743210379339199
1,0.5791860387579232
1,0.7638114383000127
1,0.689642749218745
1,0.8912653705318189
1,0.5635642978042013
0,0.20748720690042755
1,0.33662733298629177
0,0.4429728531146973
1,0.69659118235604
1,0.44793859124503704
1,0.627207752492636
1,0.40240231737165916
1,0.47310172500321107
1,0.8659717528931312
0,0.6704451108542402
0,0.23432128054698445
0,0.4609222652739932
0,0.6920907568374239
1,0.85394211387749
1,0.6018950554367478
0,0.5446431635828373
0,0.21697521701770317
1,0.9291341521685754
0,0.21688457808649858
0,0.6003119753536275
1,0.8208731220985557
0,0.08378260569042209
1,0.7272125105813241
0,0.11380241760791268
0,0.6098570839512943
1,0.9094993340101054
1,0.94105011923672
1,0.2975270945095131
0,0.36283069747136243
0,0.4247015222543595
1,0.8288054583806237
0,0.22692760845403823
0,0.21307070178086537
0,0.4641390443499415
1,0.8418746352449666
0,0.4474608729502708
1,0.6641792775625142
1,0.6386222842105945
0,0.2704572033611409
0,0.264540732145393
0,0.2644688473166392
1,0.860856179842697
0,0.7696545177048465
1,0.8624743825038881
1,0.7074861116178713
1,0.38306966958938815
0,0.6677196174236278
1,0.41289893405122946
1,0.6889300224780941
1,0.5337618839170749
1,0.8965935630082043
0,0.4252492622513354
1,0.7210050178699426
0,0.13803449342865748
0,0.2613730555905426
0,0.21859987628214483
